Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-14 2:58:00,2:58:00,CNR2243308941,Success,CID746191,Mini,Ulsoor,KR Puram,154.0,95.0,,,Yes,Customer Demand,779,Cash,22,3.2,4.5,#NAME?
2024-07-22 10:50:00,10:50:00,CNR1734617483,Success,CID229419,Bike,Hulimavu,Nagarbhavi,98.0,80.0,,,No,,100,UPI,49,3.7,4.0,#NAME?
2024-07-01 6:23:00,6:23:00,CNR5935334301,Success,CID554326,Mini,Electronic City,Nagarbhavi,91.0,40.0,,,No,,245,UPI,10,3.2,3.4,#NAME?
2024-07-26 10:05:00,10:05:00,CNR5024849593,Success,CID134074,Mini,Chickpet,Jayanagar,161.0,145.0,,,No,,163,Cash,21,4.7,4.2,#NAME?
2024-07-03 17:59:00,17:59:00,CNR4122188495,Success,CID692604,Prime Sedan,Magadi Road,Rajarajeshwari Nagar,126.0,95.0,,,No,,310,Cash,30,3.1,3.1,#NAME?
2024-07-02 0:33:00,0:33:00,CNR6506365959,Success,CID956421,Prime Sedan,Mysore Road,Kadugodi,175.0,105.0,,,Yes,Customer Demand,424,Cash,29,3.1,4.4,#NAME?
2024-07-20 12:31:00,12:31:00,CNR1858570325,Canceled by Customer,CID973660,Mini,Langford Town,Frazer Town,,,Change of plans,,,,456,,0,,,#NAME?
2024-07-20 23:39:00,23:39:00,CNR3204569996,Canceled by Driver,CID111438,Prime Sedan,Devanahalli,Kadugodi,,,,Customer was coughing/sick,,,1781,,0,,,#NAME?
2024-07-08 16:12:00,16:12:00,CNR5927037483,Success,CID463352,Bike,Chickpet,Chickpet,245.0,50.0,,,No,,370,Cash,16,3.8,3.6,#NAME?
2024-07-10 21:13:00,21:13:00,CNR8238681975,Success,CID647053,Mini,Hennur,Magadi Road,133.0,45.0,,,No,,439,UPI,46,4.2,4.5,#NAME?
2024-07-12 18:07:00,18:07:00,CNR2084461852,Success,CID859167,Auto,Richmond Town,Kammanahalli,35.0,45.0,,,No,,2734,Cash,4,4.6,3.8,#NAME?
2024-07-29 19:48:00,19:48:00,CNR2645799802,Success,CID762992,Prime SUV,Kengeri,Majestic,196.0,135.0,,,No,,641,UPI,48,3.8,3.5,#NAME?
2024-07-05 21:11:00,21:11:00,CNR4746211574,Canceled by Customer,CID339060,Bike,Sarjapur Road,Yelahanka,,,Change of plans,,,,1160,,0,,,#NAME?
2024-07-07 10:03:00,10:03:00,CNR4833382367,Success,CID573322,Prime SUV,Hennur,HSR Layout,84.0,60.0,,,No,,1255,UPI,17,4.2,3.8,#NAME?
2024-07-05 8:01:00,8:01:00,CNR3924281727,Canceled by Driver,CID191376,Mini,Indiranagar,Vijayanagar,,,,Customer was coughing/sick,,,476,,0,,,#NAME?
2024-07-20 4:25:00,4:25:00,CNR4221268191,Canceled by Customer,CID597355,Mini,Indiranagar,Ramamurthy Nagar,,,Driver is not moving towards pickup location,,,,123,,0,,,#NAME?
2024-07-17 16:49:00,16:49:00,CNR7561562714,Canceled by Driver,CID561563,Mini,Yeshwanthpur,Nagarbhavi,,,,Personal & Car related issue,,,400,,0,,,#NAME?
2024-07-15 7:23:00,7:23:00,CNR6896638198,Canceled by Customer,CID747721,Prime SUV,Frazer Town,Electronic City,,,Wrong Address,,,,470,,0,,,#NAME?
2024-07-29 3:35:00,3:35:00,CNR8627477965,Success,CID492384,Prime Sedan,Indiranagar,Magadi Road,210.0,60.0,,,No,,821,Cash,13,3.2,3.5,#NAME?
2024-07-27 6:09:00,6:09:00,CNR3793457961,Success,CID664283,Bike,Rajarajeshwari Nagar,RT Nagar,252.0,125.0,,,No,,115,Cash,24,4.9,3.1,#NAME?
2024-07-11 9:41:00,9:41:00,CNR7699490817,Success,CID200228,Prime SUV,Malleshwaram,Yelahanka,294.0,105.0,,,No,,101,UPI,45,3.5,4.5,#NAME?
2024-07-02 9:05:00,9:05:00,CNR9519404295,Success,CID730219,Prime Plus,Majestic,Malleshwaram,224.0,130.0,,,No,,262,Cash,27,4.5,3.4,#NAME?
2024-07-08 16:46:00,16:46:00,CNR4473578662,Canceled by Customer,CID649616,eBike,Rajarajeshwari Nagar,Tumkur Road,,,Driver is not moving towards pickup location,,,,252,,0,,,#NAME?
2024-07-23 0:17:00,0:17:00,CNR8648603187,Canceled by Customer,CID588785,Prime Sedan,RT Nagar,Kengeri,,,Driver is not moving towards pickup location,,,,109,,0,,,#NAME?
2024-07-01 11:39:00,11:39:00,CNR9954051601,Success,CID462939,Bike,Rajajinagar,Rajarajeshwari Nagar,273.0,140.0,,,Yes,Vehicle Breakdown,845,UPI,32,3.8,4.2,#NAME?
2024-07-13 1:36:00,1:36:00,CNR8143399419,Success,CID102814,Auto,Rajarajeshwari Nagar,RT Nagar,224.0,60.0,,,No,,482,UPI,15,4.0,4.0,#NAME?
2024-07-19 15:19:00,15:19:00,CNR8911994476,Success,CID489337,eBike,Magadi Road,Padmanabhanagar,98.0,60.0,,,No,,389,UPI,1,3.7,4.4,#NAME?
2024-07-22 0:14:00,0:14:00,CNR3433349099,Success,CID853149,Bike,Marathahalli,Ulsoor,112.0,105.0,,,Yes,Other Issue,850,Cash,38,4.5,3.2,#NAME?
2024-07-18 6:21:00,6:21:00,CNR2910732552,Success,CID727979,Prime SUV,Tumkur Road,Mysore Road,84.0,110.0,,,No,,819,UPI,35,4.8,3.3,#NAME?
2024-07-14 7:49:00,7:49:00,CNR8874788990,Canceled by Customer,CID909361,Prime Plus,Langford Town,MG Road,,,Driver is not moving towards pickup location,,,,287,,0,,,#NAME?
2024-07-11 23:45:00,23:45:00,CNR6007444738,Canceled by Customer,CID931405,Mini,Magadi Road,Hosur Road,,,Change of plans,,,,246,,0,,,#NAME?
2024-07-26 2:30:00,2:30:00,CNR5294262086,Success,CID744424,Bike,Shantinagar,Yeshwanthpur,105.0,25.0,,,No,,2289,UPI,37,3.6,4.0,#NAME?
2024-07-06 19:42:00,19:42:00,CNR7632438763,Success,CID189998,Bike,Koramangala,Tumkur Road,84.0,50.0,,,No,,354,Cash,15,4.5,4.0,#NAME?
2024-07-24 11:49:00,11:49:00,CNR7692103632,Canceled by Customer,CID962187,Auto,Chamarajpet,Marathahalli,,,AC is Not working,,,,541,,0,,,#NAME?
2024-07-06 2:30:00,2:30:00,CNR2395157182,Canceled by Customer,CID345393,Prime Sedan,Ulsoor,Kammanahalli,,,Driver asked to cancel,,,,348,,0,,,#NAME?
2024-07-24 15:34:00,15:34:00,CNR1456236629,Canceled by Driver,CID917871,Auto,Hulimavu,Padmanabhanagar,,,,Customer was coughing/sick,,,910,,0,,,#NAME?
2024-07-21 13:44:00,13:44:00,CNR7488768239,Driver Not Found,CID782057,Bike,Ulsoor,Hennur,,,,,,,302,,0,,,#NAME?
2024-07-22 0:29:00,0:29:00,CNR7920901344,Success,CID257715,Prime Sedan,Ulsoor,Ulsoor,49.0,120.0,,,No,,389,UPI,24,3.2,4.7,#NAME?
2024-07-06 8:46:00,8:46:00,CNR5287177972,Canceled by Driver,CID672732,Prime SUV,Hebbal,Nagarbhavi,,,,Personal & Car related issue,,,191,,0,,,#NAME?
2024-07-14 3:13:00,3:13:00,CNR9299622153,Canceled by Customer,CID793137,Prime Plus,Whitefield,Yelahanka,,,Change of plans,,,,398,,0,,,#NAME?
2024-07-09 22:15:00,22:15:00,CNR6622123256,Canceled by Driver,CID633165,Auto,Vijayanagar,Hennur,,,,Personal & Car related issue,,,216,,0,,,#NAME?
2024-07-10 21:34:00,21:34:00,CNR6471728084,Driver Not Found,CID392257,Auto,Hennur,RT Nagar,,,,,,,476,,0,,,#NAME?
2024-07-22 19:43:00,19:43:00,CNR3620610914,Success,CID699111,Prime Plus,Kammanahalli,Banashankari,112.0,70.0,,,No,,176,UPI,20,3.8,4.6,#NAME?
2024-07-02 2:50:00,2:50:00,CNR6760503199,Success,CID322291,Auto,Electronic City,Electronic City,91.0,30.0,,,No,,406,Cash,7,3.6,4.4,#NAME?
2024-07-05 9:48:00,9:48:00,CNR6507119149,Success,CID498886,Mini,Shivajinagar,Devanahalli,280.0,135.0,,,No,,413,Cash,31,4.8,3.3,#NAME?
2024-07-13 13:52:00,13:52:00,CNR1461097914,Success,CID816512,eBike,Rajarajeshwari Nagar,Tumkur Road,196.0,125.0,,,No,,371,UPI,14,3.5,4.8,#NAME?
2024-07-23 3:09:00,3:09:00,CNR9611807537,Canceled by Customer,CID533321,Auto,Nagarbhavi,Indiranagar,,,Driver is not moving towards pickup location,,,,450,,0,,,#NAME?
2024-07-26 13:05:00,13:05:00,CNR5504451416,Driver Not Found,CID219867,Auto,Peenya,Frazer Town,,,,,,,1473,,0,,,#NAME?
2024-07-14 17:19:00,17:19:00,CNR3927969701,Canceled by Driver,CID687292,Prime Plus,Peenya,Devanahalli,,,,Customer was coughing/sick,,,187,,0,,,#NAME?
2024-07-01 11:15:00,11:15:00,CNR9732669484,Canceled by Customer,CID224048,Prime SUV,Bannerghatta Road,Shantinagar,,,Change of plans,,,,428,,0,,,#NAME?
2024-07-19 15:26:00,15:26:00,CNR4857337630,Success,CID640515,Prime Sedan,Hennur,Magadi Road,224.0,140.0,,,No,,379,Cash,13,3.6,3.0,#NAME?
2024-07-05 5:41:00,5:41:00,CNR5960189254,Canceled by Driver,CID254390,eBike,Kammanahalli,Langford Town,,,,Personal & Car related issue,,,1791,,0,,,#NAME?
2024-07-22 15:36:00,15:36:00,CNR7092474328,Success,CID825225,Prime SUV,HSR Layout,Yelahanka,266.0,85.0,,,No,,679,UPI,31,3.7,4.9,#NAME?
2024-07-06 22:36:00,22:36:00,CNR5551509587,Success,CID410990,Auto,Varthur,BTM Layout,245.0,115.0,,,No,,906,UPI,2,3.6,3.7,#NAME?
2024-07-18 13:48:00,13:48:00,CNR4535173885,Canceled by Customer,CID104504,eBike,Tumkur Road,Chamarajpet,,,Driver asked to cancel,,,,147,,0,,,#NAME?
2024-07-30 16:04:00,16:04:00,CNR5584257081,Success,CID950473,Prime Sedan,Chickpet,Yeshwanthpur,210.0,125.0,,,No,,275,UPI,41,4.5,4.9,#NAME?
2024-07-28 7:52:00,7:52:00,CNR2173286361,Canceled by Driver,CID274927,eBike,Shivajinagar,Kengeri,,,,Customer was coughing/sick,,,400,,0,,,#NAME?
2024-07-24 12:06:00,12:06:00,CNR1690664087,Success,CID371386,Prime SUV,Kammanahalli,Richmond Town,266.0,135.0,,,No,,319,UPI,9,3.8,4.4,#NAME?
2024-07-08 17:33:00,17:33:00,CNR7764685648,Success,CID506788,eBike,Malleshwaram,Kammanahalli,91.0,90.0,,,Yes,Vehicle Breakdown,318,Cash,32,4.2,4.4,#NAME?
2024-07-04 4:55:00,4:55:00,CNR1491164783,Success,CID394703,eBike,Hennur,Hennur,77.0,65.0,,,No,,335,Cash,1,3.2,4.6,#NAME?
2024-07-13 20:38:00,20:38:00,CNR2232863219,Success,CID506282,Prime SUV,Marathahalli,Electronic City,189.0,120.0,,,No,,990,Cash,24,4.6,4.5,#NAME?
2024-07-18 11:17:00,11:17:00,CNR7465949749,Success,CID255140,Prime Sedan,Varthur,Kammanahalli,154.0,140.0,,,No,,492,Cash,37,3.0,3.7,#NAME?
2024-07-11 12:55:00,12:55:00,CNR6984444063,Success,CID840513,eBike,Hosur Road,Chickpet,56.0,115.0,,,No,,412,UPI,6,3.1,4.5,#NAME?
2024-07-25 15:25:00,15:25:00,CNR5208740979,Canceled by Customer,CID761448,eBike,Padmanabhanagar,KR Puram,,,Driver is not moving towards pickup location,,,,695,,0,,,#NAME?
2024-07-06 7:17:00,7:17:00,CNR3430736913,Canceled by Driver,CID440983,Prime Sedan,Rajajinagar,Bannerghatta Road,,,,Personal & Car related issue,,,116,,0,,,#NAME?
2024-07-10 11:20:00,11:20:00,CNR7377705269,Success,CID190048,Auto,Langford Town,Ramamurthy Nagar,126.0,85.0,,,No,,356,UPI,14,3.0,3.1,#NAME?
2024-07-14 8:00:00,8:00:00,CNR8553415579,Canceled by Customer,CID629246,Prime SUV,Tumkur Road,Ulsoor,,,Driver is not moving towards pickup location,,,,292,,0,,,#NAME?
2024-07-06 10:23:00,10:23:00,CNR2371119165,Canceled by Customer,CID352984,eBike,Devanahalli,Rajarajeshwari Nagar,,,Driver asked to cancel,,,,752,,0,,,#NAME?
2024-07-21 15:51:00,15:51:00,CNR4222500037,Success,CID593639,Bike,Banashankari,Chickpet,35.0,125.0,,,No,,384,Cash,10,3.6,4.3,#NAME?
2024-07-10 8:10:00,8:10:00,CNR4833505739,Driver Not Found,CID603760,eBike,Kengeri,Vijayanagar,,,,,,,601,,0,,,#NAME?
2024-07-18 3:26:00,3:26:00,CNR2858138627,Canceled by Customer,CID487753,Bike,Frazer Town,HSR Layout,,,Driver asked to cancel,,,,144,,0,,,#NAME?
2024-07-08 22:25:00,22:25:00,CNR8488213506,Success,CID117970,Prime SUV,KR Puram,Kammanahalli,126.0,115.0,,,No,,213,Cash,7,4.1,3.6,#NAME?
2024-07-25 18:15:00,18:15:00,CNR1207945348,Driver Not Found,CID123357,Prime Sedan,Banashankari,Tumkur Road,,,,,,,1794,,0,,,#NAME?
2024-07-27 16:54:00,16:54:00,CNR8562518632,Driver Not Found,CID127834,Auto,MG Road,Hulimavu,,,,,,,535,,0,,,#NAME?
2024-07-28 8:54:00,8:54:00,CNR8947074065,Canceled by Driver,CID652957,Mini,Electronic City,Devanahalli,,,,Customer was coughing/sick,,,594,,0,,,#NAME?
2024-07-05 18:46:00,18:46:00,CNR1941593944,Success,CID238965,Bike,Kammanahalli,Sarjapur Road,301.0,110.0,,,No,,2546,UPI,49,4.9,3.5,#NAME?
2024-07-12 21:19:00,21:19:00,CNR8566611543,Success,CID252968,eBike,Marathahalli,Majestic,91.0,70.0,,,No,,127,Cash,7,4.2,4.0,#NAME?
2024-07-07 12:56:00,12:56:00,CNR3936034556,Success,CID642611,Prime Sedan,Rajarajeshwari Nagar,Mysore Road,224.0,30.0,,,No,,322,Cash,8,3.1,3.9,#NAME?
2024-07-27 21:28:00,21:28:00,CNR7327484401,Canceled by Customer,CID354177,Auto,HSR Layout,Richmond Town,,,Driver asked to cancel,,,,357,,0,,,#NAME?
2024-07-18 0:24:00,0:24:00,CNR1104915747,Success,CID379694,Prime Plus,Cox Town,Electronic City,294.0,110.0,,,No,,1990,Credit Card,28,4.3,4.4,#NAME?
2024-07-04 10:11:00,10:11:00,CNR1440448869,Success,CID297275,Prime SUV,HSR Layout,Sarjapur Road,259.0,80.0,,,No,,569,Cash,25,4.5,3.0,#NAME?
2024-07-22 19:28:00,19:28:00,CNR8250987849,Canceled by Driver,CID186208,Bike,Varthur,Padmanabhanagar,,,,Personal & Car related issue,,,104,,0,,,#NAME?
2024-07-12 6:09:00,6:09:00,CNR9635084416,Success,CID637795,Prime SUV,Malleshwaram,Yelahanka,287.0,80.0,,,No,,342,Cash,42,3.6,4.8,#NAME?
2024-07-01 6:27:00,6:27:00,CNR1592188687,Success,CID323595,eBike,Bannerghatta Road,Rajajinagar,168.0,120.0,,,No,,175,Cash,2,4.7,3.2,#NAME?
2024-07-25 10:18:00,10:18:00,CNR6400057660,Success,CID380154,Prime Sedan,Majestic,Indiranagar,56.0,40.0,,,No,,246,Cash,14,3.9,3.1,#NAME?
2024-07-27 12:10:00,12:10:00,CNR2719216668,Success,CID482758,Mini,Richmond Town,Basavanagudi,119.0,130.0,,,No,,257,Cash,35,3.3,3.1,#NAME?
2024-07-29 17:09:00,17:09:00,CNR4257250567,Success,CID739796,Prime SUV,Cox Town,JP Nagar,231.0,110.0,,,No,,282,UPI,1,5.0,3.5,#NAME?
2024-07-22 1:21:00,1:21:00,CNR9972977936,Success,CID467458,eBike,MG Road,Sahakar Nagar,189.0,45.0,,,No,,738,UPI,18,3.1,3.3,#NAME?
2024-07-11 16:15:00,16:15:00,CNR9901828622,Canceled by Driver,CID674437,Mini,Hosur Road,Sarjapur Road,,,,More than permitted people in there,,,165,,0,,,#NAME?
2024-07-27 9:03:00,9:03:00,CNR3273637720,Success,CID758850,Prime Plus,RT Nagar,Bannerghatta Road,294.0,120.0,,,No,,277,UPI,41,3.7,4.5,#NAME?
2024-07-17 7:28:00,7:28:00,CNR6103391682,Success,CID560305,Prime Plus,Kadugodi,Cox Town,42.0,120.0,,,No,,198,Credit Card,15,4.8,3.9,#NAME?
2024-07-24 6:07:00,6:07:00,CNR3762795158,Success,CID393964,Prime Plus,Sahakar Nagar,Hebbal,105.0,70.0,,,No,,497,Cash,29,4.0,4.8,#NAME?
2024-07-12 6:24:00,6:24:00,CNR2577765706,Success,CID854138,Mini,Nagarbhavi,Sarjapur Road,105.0,50.0,,,No,,332,UPI,40,4.5,4.5,#NAME?
2024-07-16 10:49:00,10:49:00,CNR6491073927,Success,CID675077,Auto,Electronic City,Hebbal,126.0,65.0,,,No,,152,UPI,19,3.6,3.4,#NAME?
2024-07-14 14:15:00,14:15:00,CNR7340406602,Canceled by Driver,CID926774,Mini,Frazer Town,Richmond Town,,,,Personal & Car related issue,,,883,,0,,,#NAME?
2024-07-19 7:45:00,7:45:00,CNR6339969380,Success,CID847245,eBike,Majestic,Yeshwanthpur,119.0,120.0,,,No,,486,Cash,6,3.4,3.5,#NAME?
2024-07-26 0:53:00,0:53:00,CNR1709119773,Success,CID690595,eBike,Varthur,Jayanagar,217.0,135.0,,,No,,581,UPI,49,4.3,3.5,#NAME?
2024-07-27 1:04:00,1:04:00,CNR2333585628,Success,CID240677,Prime Sedan,Chamarajpet,Kadugodi,175.0,70.0,,,No,,910,Cash,9,4.0,4.5,#NAME?
2024-07-02 16:58:00,16:58:00,CNR5126176028,Canceled by Driver,CID308422,Auto,Chickpet,Vijayanagar,,,,Personal & Car related issue,,,1818,,0,,,#NAME?
2024-07-20 10:56:00,10:56:00,CNR7907025738,Success,CID736163,Prime Sedan,HSR Layout,Indiranagar,140.0,120.0,,,No,,956,Cash,5,3.1,4.8,#NAME?
2024-07-15 17:10:00,17:10:00,CNR8153522044,Success,CID117669,Prime Sedan,Hennur,Rajarajeshwari Nagar,217.0,145.0,,,No,,228,UPI,29,4.8,3.4,#NAME?
2024-07-17 19:19:00,19:19:00,CNR7258141291,Success,CID974568,Mini,Richmond Town,Nagarbhavi,126.0,135.0,,,No,,270,UPI,48,4.2,3.9,#NAME?
2024-07-22 3:32:00,3:32:00,CNR7907491295,Success,CID565122,Mini,Chamarajpet,Whitefield,63.0,80.0,,,No,,499,Cash,41,3.7,3.9,#NAME?
2024-07-12 10:00:00,10:00:00,CNR9635372782,Success,CID113120,eBike,Hebbal,Devanahalli,168.0,25.0,,,No,,498,UPI,18,4.5,3.1,#NAME?
2024-07-13 15:13:00,15:13:00,CNR4245872005,Canceled by Driver,CID311744,Prime Plus,Basavanagudi,JP Nagar,,,,Customer was coughing/sick,,,360,,0,,,#NAME?
2024-07-22 10:42:00,10:42:00,CNR4592146854,Success,CID233097,Prime SUV,Chamarajpet,Vijayanagar,105.0,120.0,,,No,,139,UPI,17,4.3,3.0,#NAME?
2024-07-08 19:56:00,19:56:00,CNR6470644290,Canceled by Driver,CID159615,Mini,Rajajinagar,Shantinagar,,,,Customer related issue,,,927,,0,,,#NAME?
2024-07-18 13:55:00,13:55:00,CNR9993446652,Success,CID232157,Bike,Shantinagar,Chamarajpet,147.0,100.0,,,No,,249,UPI,6,3.8,3.2,#NAME?
2024-07-20 11:31:00,11:31:00,CNR7204203057,Canceled by Driver,CID900595,Prime Sedan,Shantinagar,Tumkur Road,,,,More than permitted people in there,,,815,,0,,,#NAME?
2024-07-06 23:17:00,23:17:00,CNR8913232367,Success,CID402591,Mini,KR Puram,Tumkur Road,196.0,80.0,,,No,,417,Cash,27,3.8,3.9,#NAME?
2024-07-20 17:22:00,17:22:00,CNR9912324681,Canceled by Driver,CID745079,eBike,Bellandur,Bellandur,,,,Customer related issue,,,359,,0,,,#NAME?
2024-07-25 15:05:00,15:05:00,CNR9152423418,Success,CID433280,eBike,Whitefield,Jayanagar,217.0,65.0,,,No,,145,UPI,27,5.0,4.6,#NAME?
2024-07-23 19:57:00,19:57:00,CNR2204162429,Canceled by Customer,CID400284,Prime Sedan,Majestic,Kammanahalli,,,Driver is not moving towards pickup location,,,,2120,,0,,,#NAME?
2024-07-16 20:17:00,20:17:00,CNR6745208854,Success,CID698737,Prime Sedan,Rajajinagar,Cox Town,154.0,75.0,,,No,,301,UPI,28,4.4,3.8,#NAME?
2024-07-15 14:52:00,14:52:00,CNR6345996772,Success,CID397785,Auto,Majestic,Varthur,252.0,50.0,,,No,,385,UPI,1,4.4,3.9,#NAME?
2024-07-14 10:04:00,10:04:00,CNR4692871185,Success,CID906418,Mini,Langford Town,JP Nagar,301.0,55.0,,,No,,311,UPI,30,4.2,3.5,#NAME?
2024-07-23 10:09:00,10:09:00,CNR4462725563,Canceled by Driver,CID221045,Prime Sedan,Hebbal,Nagarbhavi,,,,Personal & Car related issue,,,2211,,0,,,#NAME?
2024-07-22 5:41:00,5:41:00,CNR4760666229,Success,CID580836,Mini,Hulimavu,Majestic,154.0,75.0,,,No,,876,Cash,6,5.0,3.3,#NAME?
2024-07-12 4:58:00,4:58:00,CNR9123209718,Canceled by Driver,CID744128,eBike,Indiranagar,Sahakar Nagar,,,,Personal & Car related issue,,,439,,0,,,#NAME?
2024-07-26 16:47:00,16:47:00,CNR7049597724,Success,CID364911,Auto,Kammanahalli,Yeshwanthpur,259.0,135.0,,,No,,375,Cash,13,4.6,4.8,#NAME?
2024-07-09 8:15:00,8:15:00,CNR7090641754,Success,CID223434,Mini,JP Nagar,Whitefield,182.0,35.0,,,No,,426,Cash,36,4.8,4.6,#NAME?
2024-07-01 3:31:00,3:31:00,CNR2394363438,Success,CID433042,Auto,KR Puram,Whitefield,49.0,135.0,,,No,,468,UPI,14,3.6,3.8,#NAME?
2024-07-11 18:24:00,18:24:00,CNR2400590728,Canceled by Driver,CID523682,Prime SUV,Bannerghatta Road,Shantinagar,,,,More than permitted people in there,,,864,,0,,,#NAME?
2024-07-20 22:05:00,22:05:00,CNR2671453107,Success,CID883820,Mini,JP Nagar,Indiranagar,294.0,95.0,,,No,,375,UPI,37,3.6,3.2,#NAME?
2024-07-14 4:12:00,4:12:00,CNR5861545556,Canceled by Driver,CID685253,Mini,Chamarajpet,Varthur,,,,Customer was coughing/sick,,,1402,,0,,,#NAME?
2024-07-18 7:38:00,7:38:00,CNR1238815636,Success,CID116192,eBike,Shivajinagar,Ulsoor,189.0,55.0,,,No,,648,Cash,40,4.6,3.7,#NAME?
2024-07-27 8:55:00,8:55:00,CNR6503420102,Success,CID823764,Prime Plus,Ulsoor,Shivajinagar,147.0,135.0,,,No,,167,UPI,4,4.7,4.3,#NAME?
2024-07-25 17:33:00,17:33:00,CNR6113433663,Success,CID641841,eBike,Bellandur,Majestic,175.0,115.0,,,No,,162,UPI,26,3.9,3.8,#NAME?
2024-07-06 15:03:00,15:03:00,CNR9864121061,Success,CID842902,eBike,Shantinagar,Shantinagar,196.0,140.0,,,No,,466,Cash,15,3.3,3.8,#NAME?
2024-07-09 8:27:00,8:27:00,CNR2385231219,Success,CID205220,Auto,Marathahalli,Whitefield,182.0,65.0,,,No,,804,UPI,6,5.0,3.1,#NAME?
2024-07-28 1:34:00,1:34:00,CNR1693894972,Success,CID683760,Prime SUV,Ulsoor,Banashankari,154.0,50.0,,,No,,390,UPI,20,4.4,3.2,#NAME?
2024-07-19 12:13:00,12:13:00,CNR8732659411,Success,CID784135,Auto,Indiranagar,Sahakar Nagar,49.0,55.0,,,No,,349,UPI,14,4.4,3.3,#NAME?
2024-07-26 16:56:00,16:56:00,CNR9014547491,Canceled by Driver,CID151936,Bike,Chamarajpet,Majestic,,,,Customer related issue,,,203,,0,,,#NAME?
2024-07-24 10:29:00,10:29:00,CNR6757260462,Success,CID888051,Mini,RT Nagar,Sahakar Nagar,217.0,50.0,,,No,,428,Cash,4,4.9,4.8,#NAME?
2024-07-13 0:15:00,0:15:00,CNR6097697537,Driver Not Found,CID484433,eBike,Kengeri,Yeshwanthpur,,,,,,,451,,0,,,#NAME?
2024-07-27 17:48:00,17:48:00,CNR1109012292,Success,CID178206,Bike,JP Nagar,Shantinagar,140.0,95.0,,,No,,301,Cash,25,3.0,4.7,#NAME?
2024-07-11 12:42:00,12:42:00,CNR3241859957,Success,CID930450,Prime Sedan,Kammanahalli,JP Nagar,175.0,55.0,,,No,,312,Cash,4,3.1,4.7,#NAME?
2024-07-17 11:54:00,11:54:00,CNR3114340809,Success,CID106825,Bike,Koramangala,Hennur,273.0,110.0,,,No,,322,Cash,12,4.2,4.7,#NAME?
2024-07-29 8:32:00,8:32:00,CNR9669991519,Canceled by Driver,CID781837,Prime Plus,Varthur,Chickpet,,,,Customer was coughing/sick,,,563,,0,,,#NAME?
2024-07-04 21:49:00,21:49:00,CNR6034483673,Canceled by Customer,CID464432,Bike,Indiranagar,Sarjapur Road,,,Wrong Address,,,,277,,0,,,#NAME?
2024-07-25 2:28:00,2:28:00,CNR6784324297,Driver Not Found,CID874727,Prime Sedan,Koramangala,Hosur Road,,,,,,,134,,0,,,#NAME?
2024-07-25 21:27:00,21:27:00,CNR2969144460,Success,CID531876,Prime Sedan,Mysore Road,Ramamurthy Nagar,84.0,85.0,,,No,,176,UPI,15,4.6,3.6,#NAME?
2024-07-24 15:01:00,15:01:00,CNR9503677091,Success,CID938334,Prime Plus,Marathahalli,Ramamurthy Nagar,105.0,30.0,,,No,,719,Cash,3,3.7,3.1,#NAME?
2024-07-06 15:09:00,15:09:00,CNR5231197011,Success,CID337900,Prime SUV,Kadugodi,KR Puram,217.0,105.0,,,No,,207,UPI,27,3.2,3.3,#NAME?
2024-07-23 2:49:00,2:49:00,CNR7725933350,Success,CID133120,Prime Sedan,BTM Layout,Jayanagar,273.0,115.0,,,No,,630,Cash,3,4.2,4.7,#NAME?
2024-07-27 4:04:00,4:04:00,CNR3816077187,Success,CID936681,Bike,Varthur,Ramamurthy Nagar,273.0,40.0,,,No,,262,UPI,15,3.5,3.4,#NAME?
2024-07-27 19:32:00,19:32:00,CNR9310936878,Success,CID596347,Prime SUV,Peenya,Basavanagudi,35.0,100.0,,,No,,327,Cash,9,3.8,3.7,#NAME?
2024-07-10 2:52:00,2:52:00,CNR2909409093,Success,CID253227,Prime Sedan,Devanahalli,Hulimavu,168.0,70.0,,,Yes,Other Issue,226,Cash,32,4.4,3.1,#NAME?
2024-07-20 18:04:00,18:04:00,CNR2690847374,Success,CID990678,Prime Sedan,Jayanagar,Whitefield,224.0,30.0,,,No,,151,Cash,2,3.7,3.4,#NAME?
2024-07-01 23:40:00,23:40:00,CNR3519232855,Success,CID665278,eBike,Nagarbhavi,Yeshwanthpur,84.0,135.0,,,No,,207,Cash,30,4.5,3.0,#NAME?
2024-07-08 11:45:00,11:45:00,CNR4362169528,Canceled by Customer,CID886812,Mini,Kadugodi,Shivajinagar,,,Change of plans,,,,423,,0,,,#NAME?
2024-07-05 7:51:00,7:51:00,CNR4685113147,Canceled by Customer,CID978454,Prime Sedan,Chamarajpet,Nagarbhavi,,,Driver is not moving towards pickup location,,,,391,,0,,,#NAME?
2024-07-02 20:04:00,20:04:00,CNR5565057465,Success,CID191981,Prime Sedan,Malleshwaram,Bellandur,210.0,125.0,,,No,,591,Cash,12,3.3,3.2,#NAME?
2024-07-10 22:28:00,22:28:00,CNR9754426218,Canceled by Driver,CID403014,Bike,Devanahalli,Yeshwanthpur,,,,Customer related issue,,,194,,0,,,#NAME?
